County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Island,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),20547,52.61,Washington State
Island,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),18511,47.39,Washington State
Island,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,16698,47.17,Washington State
Island,Washington State Superintendent of Public Instruction,Randy Dorn,,18699,52.83,Washington State
Island,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),22031,57.57,Washington State
Island,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),16235,42.43,Washington State
Island,Legislative District 10 State Senator,Mary Margaret Haugen,(Prefers Democratic Party),21444,52.96,Legislative District 10
Island,Legislative District 10 State Senator,Linda Haddon,(Prefers Republican Party),19050,47.04,Legislative District 10
Island,Legislative District 10 State Representative Pos. 1,Norma  Smith,(Prefers G.O.P. Party),20288,51.06,Legislative District 10
Island,Legislative District 10 State Representative Pos. 1,Tim Knue,(Prefers Democratic Party),19448,48.94,Legislative District 10
Island,Legislative District 10 State Representative Pos. 2,Barbara Bailey,(Prefers Republican Party),21676,55.09,Legislative District 10
Island,Legislative District 10 State Representative Pos. 2,Patricia J. Terry,(Prefers Democratic Party),17667,44.91,Legislative District 10
Island,ISLAND COUNTY County Auditor,Sheilah Crider,(Prefers Republican Party),18506,53.96,ISLAND COUNTY
Island,ISLAND COUNTY County Auditor,James R. Palmer,(Prefers Republican Party),15791,46.04,ISLAND COUNTY
Island,"ISLAND COUNTY County Commissioner, District 1",Helen Price Johnson,(Prefers Democratic Party),20367,52.3,ISLAND COUNTY
Island,"ISLAND COUNTY County Commissioner, District 1",Phil Bakke,(Prefers Republican Party),18576,47.7,ISLAND COUNTY
Island,"ISLAND COUNTY County Commissioner, District 2",William (Mac) McDowell,(Prefers Republican Party),19162,49.92,ISLAND COUNTY
Island,"ISLAND COUNTY County Commissioner, District 2",Angie Homola,(Prefers Democratic Party),19222,50.08,ISLAND COUNTY
Island,Supreme Court Justice Position 3,Mary Fairhurst,,27040,100,Supreme Court
Island,Supreme Court Justice Position 4,Charles W. Johnson,,26957,100,Supreme Court
Island,Supreme Court Justice Position 7,Debra L. Stephens,,26897,100,Supreme Court
Island,Island Superior Court Judge Position 1,Alan R. Hancock,,29172,100,Island Superior Court
Island,FIRE DISTRICT NO 2 North Whidbey Fire and Rescue Property Tax Levy Lift This measure concerns property tax levies,Yes,,2890,33.75,FIRE DISTRICT NO 2
Island,FIRE DISTRICT NO 2 North Whidbey Fire and Rescue Property Tax Levy Lift This measure concerns property tax levies,No,,5673,66.25,FIRE DISTRICT NO 2
Island,PORT OF COUPEVILLE Port of Coupeville This measure concerns an increase of the Port of Coupeville's regular property tax levy.,Yes,,1717,28.45,PORT OF COUPEVILLE
Island,PORT OF COUPEVILLE Port of Coupeville This measure concerns an increase of the Port of Coupeville's regular property tax levy.,No,,4318,71.55,PORT OF COUPEVILLE
Island,PORT OF SO WHIDBEY Port District of South Whidbey Island This measure concerns an increase of the Port District's regular property tax levy.,Yes,,3301,32.09,PORT OF SO WHIDBEY
Island,PORT OF SO WHIDBEY Port District of South Whidbey Island This measure concerns an increase of the Port District's regular property tax levy.,No,,6986,67.91,PORT OF SO WHIDBEY
Island,PUD NO 1 Commissioner District #1,Bill Barnet,,1905,27.04,PUD NO 1
Island,PUD NO 1 Commissioner District #1,Dave Aldrich,,5140,72.96,PUD NO 1
Island,"SO  WHIDBEY PK & REC South Whidbey Parks and Recreation District General Obligation Bonds - $15,200,000 A proposition to authorize the issuance of General Obligation Bonds",Yes,,4060,38.83,SO  WHIDBEY PK & REC
Island,"SO  WHIDBEY PK & REC South Whidbey Parks and Recreation District General Obligation Bonds - $15,200,000 A proposition to authorize the issuance of General Obligation Bonds",No,,6396,61.17,SO  WHIDBEY PK & REC
Island,"PUBLIC UTILITY DIST NO. 1 Formation of Public Utility District No. 1 of Island County, Washington",Yes,,10102,33.51,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Formation of Public Utility District No. 1 of Island County, Washington",No,,20047,66.49,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Island County Public Utility District No. 1, Commissioner, District 1",Marshall Goldberg,,16975,100,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Island County Public Utility District No. 1, Commissioner, District 2",Patrick (Pat) Harman,,12518,69.35,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Island County Public Utility District No. 1, Commissioner, District 2",Brien Lillquist,,5533,30.65,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Island County Public Utility District No. 1, Commissioner, District 3",Tim Arnold,,10026,55.05,PUBLIC UTILITY DIST NO. 1
Island,"PUBLIC UTILITY DIST NO. 1 Island County Public Utility District No. 1, Commissioner, District 3",Georgia Gardner,,8185,44.95,PUBLIC UTILITY DIST NO. 1
Jefferson,Statewide Initiative Measure 985 concerns transportation,Yes,,7100,37.2,Statewide
Jefferson,Statewide Initiative Measure 985 concerns transportation,No,,11987,62.8,Statewide
Jefferson,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,14242,72.15,Statewide
Jefferson,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,5497,27.85,Statewide
Jefferson,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,14333,74.22,Statewide
Jefferson,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,4978,25.78,Statewide
Jefferson,County of Jefferson Local Power Authorization Shall PUD construct or acquire electric facilities,Yes,,10080,53.31,County of Jefferson
Jefferson,County of Jefferson Local Power Authorization Shall PUD construct or acquire electric facilities,No,,8830,46.69,County of Jefferson
Jefferson,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,13252,66.29,United States
Jefferson,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,6330,31.66,United States
Jefferson,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,209,1.05,United States
Jefferson,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,8,0.04,United States
Jefferson,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,0,0,United States
Jefferson,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,98,0.49,United States
Jefferson,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,44,0.22,United States
Jefferson,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,50,0.25,United States
Jefferson,U.S. Congressional District 6 Representative,Norm Dicks,(Prefers Democratic Party),13462,70.23,U.S. Congressional District 6
Jefferson,U.S. Congressional District 6 Representative,Doug Cloud,(Prefers Republican Party),5706,29.77,U.S. Congressional District 6
Jefferson,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),12588,63.61,Washington State
Jefferson,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),7200,36.39,Washington State
Jefferson,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),13192,69.64,Washington State
Jefferson,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),5750,30.36,Washington State
Jefferson,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),9447,50.06,Washington State
Jefferson,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),9423,49.94,Washington State
Jefferson,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),7795,41.52,Washington State
Jefferson,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),10981,58.48,Washington State
Jefferson,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),13108,70.48,Washington State
Jefferson,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),5490,29.52,Washington State
Jefferson,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),9307,49.61,Washington State
Jefferson,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),9454,50.39,Washington State
Jefferson,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),7700,41.18,Washington State
Jefferson,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),10997,58.82,Washington State
Jefferson,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,8718,52.9,Washington State
Jefferson,Washington State Superintendent of Public Instruction,Randy Dorn,,7761,47.1,Washington State
Jefferson,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),12726,69.91,Washington State
Jefferson,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),5478,30.09,Washington State
Jefferson,Legislative District 24 State Senator,Jim Hargrove,(Prefers Democratic Party),14967,100,Legislative District 24
Jefferson,Legislative District 24 State Representative Pos. 1,Kevin Van De Wege,(Prefers Democratic Party),13423,72.13,Legislative District 24
Jefferson,Legislative District 24 State Representative Pos. 1,Thomas Thomas,(Prefers G.O.P. Party),5187,27.87,Legislative District 24
Jefferson,Legislative District 24 State Representative Pos. 2,Lynn Kessler,(Prefers Democratic Party),13468,71.41,Legislative District 24
Jefferson,Legislative District 24 State Representative Pos. 2,Robert (Randy) Dutton,(Prefers Republican Party),5392,28.59,Legislative District 24
Jefferson,Commissioner District 1 Commissioner 1,Phil Johnson,(Prefers Democratic Party),11896,64.05,Commissioner District 1
Jefferson,Commissioner District 1 Commissioner 1,Dennis A Schultz,(Prefers Republican Party),6676,35.95,Commissioner District 1
Jefferson,Commissioner District 2 Commissioner 2,David W Sullivan,(Prefers Democratic Party),9999,54.14,Commissioner District 2
Jefferson,Commissioner District 2 Commissioner 2,Sandy Hershelman,(Prefers Independent/No Party),8471,45.86,Commissioner District 2
Jefferson,Supreme Court Justice Position 3,Mary Fairhurst,,12519,100,Supreme Court
Jefferson,Supreme Court Justice Position 4,Charles W. Johnson,,12356,100,Supreme Court
Jefferson,Supreme Court Justice Position 7,Debra L. Stephens,,12223,100,Supreme Court
Jefferson,"Court of Appeals, Division 2, District 2 Judge Position 1",(Joyce) Robin Hunt,,12447,100,"Court of Appeals, Division 2, District 2"
Jefferson,Jefferson Superior Court Judge Position 1,Craddock Verser,,13160,100,Jefferson Superior Court
Jefferson,School District 402 Bonds for High School Replacement Addition,Approved,,69,67.65,School District 402
Jefferson,School District 402 Bonds for High School Replacement Addition,Rejected,,33,32.35,School District 402
Jefferson,School District 402 Bonds for New Stadium and Mulitpurpose Field,Approved,,55,53.92,School District 402
Jefferson,School District 402 Bonds for New Stadium and Mulitpurpose Field,Rejected,,47,46.08,School District 402
Jefferson,School District 50 Bonds For Construction and Improvement of School Facilities Construct a new elementary and improve P.T. High School and Blue Heron Middle School,Approved,,5261,55.78,School District 50
Jefferson,School District 50 Bonds For Construction and Improvement of School Facilities Construct a new elementary and improve P.T. High School and Blue Heron Middle School,Rejected,,4170,44.22,School District 50
Jefferson,Public Utility District No. 1 Public Utility District No. 1 #2,Ken McMillen,,7610,52.84,Public Utility District No. 1
Jefferson,Public Utility District No. 1 Public Utility District No. 1 #2,Jim Pivarnik,,6792,47.16,Public Utility District No. 1
King,Statewide Initiative Measure 985 concerns transportation,Yes,,351554,40.39,Statewide
King,Statewide Initiative Measure 985 concerns transportation,No,,518885,59.61,Statewide
King,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,572504,64.54,Statewide
King,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,314576,35.46,Statewide
King,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,618674,71.26,Statewide
King,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,249526,28.74,Statewide
King,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,648230,70.3,United States
King,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,259716,28.17,United States
King,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,6982,0.76,United States
King,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,159,0.02,United States
King,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,217,0.02,United States
